,Ship Mode,Segment,Country,City,State,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,state_code,price_per_product,profit_per_product,loss,discount
5388,Second Class,Corporate,United States,Los Angeles,California,West,Technology,Accessories,109.53,3,0.0,47.0979,CA,36.51,15.699300000000001,0.0,No Discount
5400,First Class,Consumer,United States,Seattle,Washington,West,Technology,Accessories,71.98,2,0.0,15.1158,WA,35.99,7.5579,0.0,No Discount
5401,First Class,Consumer,United States,Seattle,Washington,West,Technology,Accessories,79.98,2,0.0,26.3934,WA,39.99,13.1967,0.0,No Discount
5404,Standard Class,Consumer,United States,Los Angeles,California,West,Technology,Phones,445.96,5,0.2,55.745,CA,89.192,11.149,0.0,Discount
5405,Standard Class,Consumer,United States,Los Angeles,California,West,Technology,Accessories,36.24,1,0.0,15.2208,CA,36.24,15.2208,0.0,No Discount
5412,Standard Class,Consumer,United States,Clovis,New Mexico,West,Technology,Accessories,101.34,3,0.0,8.1072,NM,33.78,2.7024000000000004,0.0,No Discount
5413,First Class,Consumer,United States,Wichita,Kansas,Central,Technology,Phones,224.75,5,0.0,62.93,KS,44.95,12.586,0.0,No Discount
5416,Standard Class,Consumer,United States,Chicago,Illinois,Central,Technology,Phones,39.984,2,0.2,-8.9964,IL,19.992,-4.4982,-8.9964,Discount
5419,First Class,Consumer,United States,Houston,Texas,Central,Technology,Phones,150.384,2,0.2,15.0384,TX,75.192,7.5192,0.0,Discount
5420,Second Class,Consumer,United States,Philadelphia,Pennsylvania,East,Technology,Phones,280.782,3,0.4,-60.8361,PA,93.594,-20.2787,-60.8361,Discount
5421,Second Class,Consumer,United States,Philadelphia,Pennsylvania,East,Technology,Accessories,31.984,2,0.2,1.1994,PA,15.992,0.5997,0.0,Discount
5425,First Class,Consumer,United States,Los Angeles,California,West,Technology,Accessories,1649.95,5,0.0,659.98,CA,329.99,131.996,0.0,No Discount
5435,Standard Class,Home Office,United States,Los Angeles,California,West,Technology,Accessories,270.0,3,0.0,97.2,CA,90.0,32.4,0.0,No Discount
5442,Standard Class,Consumer,United States,New York City,New York,East,Technology,Accessories,99.6,1,0.0,36.852,NY,99.6,36.852,0.0,No Discount
5446,Standard Class,Corporate,United States,New York City,New York,East,Technology,Phones,33.0,6,0.0,8.25,NY,5.5,1.375,0.0,No Discount
5447,Standard Class,Corporate,United States,New York City,New York,East,Technology,Accessories,249.95,5,0.0,87.4825,NY,49.989999999999995,17.4965,0.0,No Discount
5449,Standard Class,Home Office,United States,Olathe,Kansas,Central,Technology,Accessories,57.4,5,0.0,10.906,KS,11.48,2.1812,0.0,No Discount
5480,Standard Class,Corporate,United States,San Diego,California,West,Technology,Phones,103.192,1,0.2,11.6091,CA,103.192,11.6091,0.0,Discount
5481,Standard Class,Corporate,United States,San Diego,California,West,Technology,Accessories,36.0,2,0.0,6.48,CA,18.0,3.24,0.0,No Discount
5482,Standard Class,Corporate,United States,San Diego,California,West,Technology,Accessories,239.96,4,0.0,115.1808,CA,59.99,28.7952,0.0,No Discount
5487,Second Class,Corporate,United States,Jacksonville,Florida,South,Technology,Phones,23.976,3,0.2,-5.6943,FL,7.992,-1.8981000000000001,-5.6943,Discount
5496,Standard Class,Consumer,United States,Marion,Ohio,East,Technology,Accessories,63.92,2,0.2,19.176,OH,31.96,9.588,0.0,Discount
5499,Second Class,Consumer,United States,New York City,New York,East,Technology,Accessories,41.9,2,0.0,8.799,NY,20.95,4.3995,0.0,No Discount
5505,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,East,Technology,Phones,859.2,4,0.4,-186.16,PA,214.8,-46.54,-186.16,Discount
5510,Standard Class,Consumer,United States,Chicago,Illinois,Central,Technology,Phones,11.12,2,0.2,3.475,IL,5.56,1.7375,0.0,Discount
5513,First Class,Consumer,United States,New York City,New York,East,Technology,Phones,239.97,3,0.0,2.3997,NY,79.99,0.7999,0.0,No Discount
5515,First Class,Consumer,United States,New York City,New York,East,Technology,Phones,128.85,3,0.0,3.8655,NY,42.949999999999996,1.2885,0.0,No Discount
5516,Second Class,Corporate,United States,Huntsville,Alabama,South,Technology,Accessories,1319.96,4,0.0,527.984,AL,329.99,131.996,0.0,No Discount
5521,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,East,Technology,Accessories,255.968,4,0.2,-28.7964,PA,63.992,-7.1991,-28.7964,Discount
5528,Standard Class,Corporate,United States,Jacksonville,Florida,South,Technology,Phones,79.96,5,0.2,27.986,FL,15.991999999999999,5.5972,0.0,Discount
5530,Standard Class,Consumer,United States,Omaha,Nebraska,Central,Technology,Phones,2479.96,4,0.0,743.988,NE,619.99,185.997,0.0,No Discount
5531,First Class,Consumer,United States,Little Rock,Arkansas,South,Technology,Accessories,179.94,6,0.0,75.5748,AR,29.99,12.595799999999999,0.0,No Discount
5532,First Class,Consumer,United States,Little Rock,Arkansas,South,Technology,Accessories,26.85,3,0.0,5.1015,AR,8.950000000000001,1.7005,0.0,No Discount
5533,First Class,Consumer,United States,Little Rock,Arkansas,South,Technology,Accessories,323.37,3,0.0,129.348,AR,107.79,43.11600000000001,0.0,No Discount
5547,First Class,Consumer,United States,Draper,Utah,West,Technology,Phones,126.56,4,0.2,47.46,UT,31.64,11.865,0.0,Discount
5549,First Class,Consumer,United States,San Francisco,California,West,Technology,Accessories,139.93,7,0.0,34.9825,CA,19.990000000000002,4.9975000000000005,0.0,No Discount
5552,Standard Class,Corporate,United States,Houston,Texas,Central,Technology,Accessories,79.512,3,0.2,20.8719,TX,26.504,6.9573,0.0,Discount
5562,Second Class,Corporate,United States,Atlanta,Georgia,South,Technology,Copiers,2999.95,5,0.0,1439.976,GA,599.99,287.9952,0.0,No Discount
5565,Same Day,Home Office,United States,Chicago,Illinois,Central,Technology,Machines,209.986,2,0.3,8.9994,IL,104.993,4.4997,0.0,Discount
5568,Same Day,Home Office,United States,Chicago,Illinois,Central,Technology,Copiers,959.984,2,0.2,335.9944,IL,479.992,167.9972,0.0,Discount
5570,Same Day,Home Office,United States,Chicago,Illinois,Central,Technology,Phones,34.36,1,0.2,-7.3015,IL,34.36,-7.3015,-7.3015,Discount
5574,Standard Class,Corporate,United States,Columbus,Ohio,East,Technology,Phones,36.738,1,0.4,-9.1845,OH,36.738,-9.1845,-9.1845,Discount
5575,Standard Class,Corporate,United States,Columbus,Ohio,East,Technology,Phones,179.94,2,0.4,-44.985,OH,89.97,-22.4925,-44.985,Discount
5585,Standard Class,Home Office,United States,New York City,New York,East,Technology,Phones,546.06,3,0.0,163.818,NY,182.01999999999998,54.606,0.0,No Discount
5594,Same Day,Corporate,United States,Lawrence,Massachusetts,East,Technology,Phones,391.98,2,0.0,109.7544,MA,195.99,54.8772,0.0,No Discount
5595,Same Day,Corporate,United States,Lawrence,Massachusetts,East,Technology,Phones,437.85,3,0.0,131.355,MA,145.95000000000002,43.785,0.0,No Discount
5601,Same Day,Consumer,United States,Columbus,Ohio,East,Technology,Accessories,142.488,3,0.2,-3.5622,OH,47.496,-1.1874,-3.5622,Discount
5609,Standard Class,Consumer,United States,Monroe,Louisiana,South,Technology,Accessories,659.9,2,0.0,217.767,LA,329.95,108.8835,0.0,No Discount
5610,First Class,Consumer,United States,Cincinnati,Ohio,East,Technology,Accessories,53.04,3,0.2,-4.641,OH,17.68,-1.547,-4.641,Discount
5611,Standard Class,Corporate,United States,Seattle,Washington,West,Technology,Accessories,843.9,2,0.0,371.316,WA,421.95,185.658,0.0,No Discount
5612,Standard Class,Corporate,United States,Seattle,Washington,West,Technology,Accessories,1496.16,9,0.0,224.424,WA,166.24,24.936,0.0,No Discount
5619,Standard Class,Corporate,United States,La Crosse,Wisconsin,Central,Technology,Accessories,499.95,5,0.0,174.9825,WI,99.99,34.9965,0.0,No Discount
5623,Second Class,Corporate,United States,Los Angeles,California,West,Technology,Accessories,100.0,4,0.0,21.0,CA,25.0,5.25,0.0,No Discount
5624,Second Class,Corporate,United States,Los Angeles,California,West,Technology,Accessories,359.98,2,0.0,21.5988,CA,179.99,10.7994,0.0,No Discount
5630,Standard Class,Consumer,United States,Chesapeake,Virginia,South,Technology,Accessories,234.45,3,0.0,103.158,VA,78.14999999999999,34.386,0.0,No Discount
5636,Standard Class,Home Office,United States,La Mesa,California,West,Technology,Accessories,284.97,3,0.0,85.491,CA,94.99000000000001,28.497,0.0,No Discount
5657,First Class,Home Office,United States,Salem,Oregon,West,Technology,Accessories,112.776,3,0.2,-8.4582,OR,37.592,-2.8194,-8.4582,Discount
5660,First Class,Home Office,United States,Salem,Oregon,West,Technology,Phones,28.68,3,0.2,-7.17,OR,9.56,-2.39,-7.17,Discount
5669,Standard Class,Consumer,United States,Seattle,Washington,West,Technology,Accessories,389.97,3,0.0,132.5898,WA,129.99,44.1966,0.0,No Discount
5671,Second Class,Consumer,United States,Pocatello,Idaho,West,Technology,Phones,140.376,3,0.2,8.7735,ID,46.792,2.9245,0.0,Discount
5675,Standard Class,Corporate,United States,Seattle,Washington,West,Technology,Phones,57.408,6,0.2,5.7408,WA,9.568,0.9568,0.0,Discount
5676,Standard Class,Corporate,United States,Seattle,Washington,West,Technology,Accessories,27.6,4,0.0,2.208,WA,6.9,0.552,0.0,No Discount
5683,Standard Class,Consumer,United States,Athens,Georgia,South,Technology,Phones,1049.93,7,0.0,293.9804,GA,149.99,41.9972,0.0,No Discount
5692,Standard Class,Corporate,United States,Baltimore,Maryland,East,Technology,Phones,134.99,1,0.0,36.4473,MD,134.99,36.4473,0.0,No Discount
5701,First Class,Home Office,United States,Cleveland,Ohio,East,Technology,Accessories,139.96,5,0.2,-22.7435,OH,27.992,-4.5487,-22.7435,Discount
5704,Standard Class,Consumer,United States,Marion,Ohio,East,Technology,Accessories,263.96,1,0.2,42.8935,OH,263.96,42.8935,0.0,Discount
5710,Standard Class,Consumer,United States,New York City,New York,East,Technology,Copiers,2799.944,7,0.2,1014.9797,NY,399.992,144.9971,0.0,Discount
5712,Same Day,Consumer,United States,Chicago,Illinois,Central,Technology,Phones,36.792,1,0.2,4.1391,IL,36.792,4.1391,0.0,Discount
5713,Standard Class,Home Office,United States,New York City,New York,East,Technology,Phones,5.94,3,0.0,1.6038,NY,1.9800000000000002,0.5346,0.0,No Discount
5715,Second Class,Corporate,United States,Ann Arbor,Michigan,Central,Technology,Accessories,619.95,5,0.0,111.591,MI,123.99000000000001,22.318199999999997,0.0,No Discount
5716,Second Class,Corporate,United States,Ann Arbor,Michigan,Central,Technology,Phones,29.16,3,0.0,8.4564,MI,9.72,2.8188,0.0,No Discount
5721,First Class,Corporate,United States,Springfield,Oregon,West,Technology,Accessories,91.176,3,0.2,4.5588,OR,30.392,1.5195999999999998,0.0,Discount
5722,First Class,Corporate,United States,Springfield,Oregon,West,Technology,Accessories,159.968,4,0.2,29.994,OR,39.992,7.4985,0.0,Discount
5725,First Class,Corporate,United States,New York City,New York,East,Technology,Accessories,899.91,9,0.0,395.9604,NY,99.99,43.995599999999996,0.0,No Discount
5726,Standard Class,Corporate,United States,Houston,Texas,Central,Technology,Phones,946.344,7,0.2,118.293,TX,135.192,16.899,0.0,Discount
5727,Standard Class,Consumer,United States,Madison,Wisconsin,Central,Technology,Accessories,178.11,3,0.0,32.0598,WI,59.370000000000005,10.6866,0.0,No Discount
5741,First Class,Corporate,United States,Fairfield,California,West,Technology,Machines,532.72,2,0.2,53.272,CA,266.36,26.636,0.0,Discount
5746,Standard Class,Consumer,United States,Greenville,North Carolina,South,Technology,Phones,249.584,2,0.2,31.198,NC,124.792,15.599,0.0,Discount
5747,Standard Class,Consumer,United States,Greenville,North Carolina,South,Technology,Accessories,68.112,3,0.2,17.8794,NC,22.703999999999997,5.9598,0.0,Discount
5748,Standard Class,Consumer,United States,Greenville,North Carolina,South,Technology,Accessories,16.56,3,0.2,-2.484,NC,5.52,-0.828,-2.484,Discount
5749,Standard Class,Consumer,United States,Long Beach,New York,East,Technology,Phones,74.95,5,0.0,36.7255,NY,14.99,7.3450999999999995,0.0,No Discount
5756,Standard Class,Consumer,United States,Fort Worth,Texas,Central,Technology,Copiers,1999.96,5,0.2,624.9875,TX,399.992,124.99749999999999,0.0,Discount
5758,First Class,Consumer,United States,Hialeah,Florida,South,Technology,Machines,32.985,3,0.5,-1.9791,FL,10.995,-0.6597000000000001,-1.9791,Discount
5765,Standard Class,Consumer,United States,Redding,California,West,Technology,Phones,333.576,3,0.2,25.0182,CA,111.19200000000001,8.3394,0.0,Discount
5767,Second Class,Corporate,United States,Houston,Texas,Central,Technology,Accessories,85.2,6,0.2,20.235,TX,14.200000000000001,3.3725,0.0,Discount
5772,Standard Class,Corporate,United States,Springfield,Missouri,Central,Technology,Copiers,599.99,1,0.0,233.9961,MO,599.99,233.9961,0.0,No Discount
5780,Standard Class,Consumer,United States,Los Angeles,California,West,Technology,Machines,71.976,3,0.2,24.2919,CA,23.992,8.097299999999999,0.0,Discount
5800,First Class,Consumer,United States,El Paso,Texas,Central,Technology,Phones,575.968,4,0.2,43.1976,TX,143.992,10.7994,0.0,Discount
5802,First Class,Consumer,United States,Thousand Oaks,California,West,Technology,Phones,15.984,2,0.2,1.1988,CA,7.992,0.5994,0.0,Discount
5812,Standard Class,Corporate,United States,San Diego,California,West,Technology,Phones,1487.976,3,0.2,185.997,CA,495.992,61.999,0.0,Discount
5814,First Class,Consumer,United States,Tampa,Florida,South,Technology,Accessories,11.672,1,0.2,-0.7295,FL,11.672,-0.7295,-0.7295,Discount
5815,Same Day,Consumer,United States,Utica,New York,East,Technology,Phones,279.96,4,0.0,78.3888,NY,69.99,19.5972,0.0,No Discount
5831,Standard Class,Consumer,United States,San Diego,California,West,Technology,Accessories,519.96,4,0.0,176.7864,CA,129.99,44.1966,0.0,No Discount
5836,Standard Class,Consumer,United States,Miami,Florida,South,Technology,Accessories,72.6,5,0.2,-8.1675,FL,14.52,-1.6335000000000002,-8.1675,Discount
5837,Standard Class,Consumer,United States,Los Angeles,California,West,Technology,Phones,57.568,4,0.2,5.7568,CA,14.392,1.4392,0.0,Discount
5841,Standard Class,Consumer,United States,San Diego,California,West,Technology,Phones,415.968,4,0.2,51.996,CA,103.992,12.999,0.0,Discount
5850,Standard Class,Home Office,United States,Roseville,Minnesota,Central,Technology,Copiers,549.99,1,0.0,274.995,MN,549.99,274.995,0.0,No Discount
5886,Same Day,Consumer,United States,San Francisco,California,West,Technology,Accessories,179.97,3,0.0,86.3856,CA,59.99,28.795199999999998,0.0,No Discount
5892,Standard Class,Consumer,United States,Chicago,Illinois,Central,Technology,Accessories,81.576,3,0.2,2.0394,IL,27.191999999999997,0.6798000000000001,0.0,Discount
5898,Standard Class,Consumer,United States,Richmond,Indiana,Central,Technology,Phones,259.96,4,0.0,124.7808,IN,64.99,31.1952,0.0,No Discount
5906,Same Day,Home Office,United States,San Francisco,California,West,Technology,Accessories,16.95,1,0.0,1.017,CA,16.95,1.017,0.0,No Discount
5919,Standard Class,Consumer,United States,New York City,New York,East,Technology,Phones,209.97,3,0.0,58.7916,NY,69.99,19.5972,0.0,No Discount
5920,Standard Class,Consumer,United States,New York City,New York,East,Technology,Accessories,659.9,2,0.0,217.767,NY,329.95,108.8835,0.0,No Discount
5922,Standard Class,Consumer,United States,New York City,New York,East,Technology,Phones,67.8,4,0.0,1.356,NY,16.95,0.339,0.0,No Discount
5925,Standard Class,Corporate,United States,Bellingham,Washington,West,Technology,Accessories,1099.5,10,0.0,362.835,WA,109.95,36.2835,0.0,No Discount
5931,First Class,Consumer,United States,Philadelphia,Pennsylvania,East,Technology,Phones,683.988,2,0.4,-113.998,PA,341.994,-56.999,-113.998,Discount
5933,First Class,Consumer,United States,Philadelphia,Pennsylvania,East,Technology,Accessories,16.776,3,0.2,4.8231,PA,5.592,1.6077000000000001,0.0,Discount
5934,First Class,Consumer,United States,Philadelphia,Pennsylvania,East,Technology,Accessories,527.92,2,0.2,85.787,PA,263.96,42.8935,0.0,Discount
5936,Same Day,Home Office,United States,Seattle,Washington,West,Technology,Phones,177.48,3,0.2,19.9665,WA,59.16,6.6555,0.0,Discount
5937,Same Day,Home Office,United States,Seattle,Washington,West,Technology,Phones,71.976,3,0.2,8.997,WA,23.992,2.999,0.0,Discount
5938,Standard Class,Consumer,United States,Plano,Texas,Central,Technology,Phones,95.992,1,0.2,9.5992,TX,95.992,9.5992,0.0,Discount
5940,Second Class,Consumer,United States,Los Angeles,California,West,Technology,Accessories,435.84,12,0.0,130.752,CA,36.32,10.896,0.0,No Discount
5942,Standard Class,Consumer,United States,Los Angeles,California,West,Technology,Phones,211.168,4,0.2,18.4772,CA,52.792,4.6193,0.0,Discount
5944,Standard Class,Corporate,United States,Los Angeles,California,West,Technology,Accessories,95.1,5,0.0,30.432,CA,19.02,6.086399999999999,0.0,No Discount
5949,Same Day,Corporate,United States,Southaven,Mississippi,South,Technology,Accessories,299.97,3,0.0,125.9874,MS,99.99000000000001,41.995799999999996,0.0,No Discount
5961,Second Class,Home Office,United States,Los Angeles,California,West,Technology,Phones,575.928,9,0.2,57.5928,CA,63.992,6.3991999999999996,0.0,Discount
5966,Standard Class,Corporate,United States,San Francisco,California,West,Technology,Phones,107.88,3,0.2,10.788,CA,35.96,3.596,0.0,Discount
5977,First Class,Consumer,United States,Mesa,Arizona,West,Technology,Phones,552.0,10,0.2,34.5,AZ,55.2,3.45,0.0,Discount
5991,Standard Class,Consumer,United States,Los Angeles,California,West,Technology,Phones,369.544,7,0.2,32.3351,CA,52.791999999999994,4.6193,0.0,Discount
6006,Standard Class,Corporate,United States,New Bedford,Massachusetts,East,Technology,Phones,128.85,3,0.0,3.8655,MA,42.949999999999996,1.2885,0.0,No Discount
6010,Standard Class,Consumer,United States,Los Angeles,California,West,Technology,Machines,2548.56,6,0.2,286.713,CA,424.76,47.785500000000006,0.0,Discount
6012,Standard Class,Consumer,United States,Los Angeles,California,West,Technology,Phones,287.88,3,0.2,35.985,CA,95.96,11.995,0.0,Discount
6014,First Class,Home Office,United States,Los Angeles,California,West,Technology,Phones,4158.912,8,0.2,363.9048,CA,519.864,45.4881,0.0,Discount
6021,Same Day,Consumer,United States,Kenner,Louisiana,South,Technology,Accessories,71.98,2,0.0,15.1158,LA,35.99,7.5579,0.0,No Discount
6023,First Class,Corporate,United States,Providence,Rhode Island,East,Technology,Accessories,69.98,2,0.0,4.8986,RI,34.99,2.4493,0.0,No Discount
6027,Standard Class,Corporate,United States,Seattle,Washington,West,Technology,Phones,71.96,5,0.2,25.186,WA,14.392,5.0372,0.0,Discount
6040,Standard Class,Corporate,United States,Los Angeles,California,West,Technology,Phones,859.2,3,0.2,75.18,CA,286.40000000000003,25.060000000000002,0.0,Discount
6041,Standard Class,Corporate,United States,Los Angeles,California,West,Technology,Machines,506.28,3,0.2,177.198,CA,168.76,59.066,0.0,Discount
6059,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Technology,Accessories,27.968,2,0.2,6.992,PA,13.984,3.496,0.0,Discount
6062,Second Class,Consumer,United States,San Diego,California,West,Technology,Copiers,1199.96,5,0.2,224.9925,CA,239.99200000000002,44.9985,0.0,Discount
6069,Standard Class,Home Office,United States,Lakewood,California,West,Technology,Machines,343.2,1,0.2,38.61,CA,343.2,38.61,0.0,Discount
6076,Standard Class,Consumer,United States,New York City,New York,East,Technology,Accessories,468.9,6,0.0,206.316,NY,78.14999999999999,34.386,0.0,No Discount
6077,Standard Class,Consumer,United States,New York City,New York,East,Technology,Accessories,72.48,2,0.0,30.4416,NY,36.24,15.2208,0.0,No Discount
6084,Standard Class,Consumer,United States,Houston,Texas,Central,Technology,Accessories,24.032,2,0.2,-0.6008,TX,12.016,-0.3004,-0.6008,Discount
6091,Standard Class,Consumer,United States,New York City,New York,East,Technology,Accessories,212.8,2,0.0,95.76,NY,106.4,47.88,0.0,No Discount
6093,Standard Class,Consumer,United States,New York City,New York,East,Technology,Accessories,72.64,2,0.0,21.792,NY,36.32,10.896,0.0,No Discount
6100,Standard Class,Consumer,United States,New York City,New York,East,Technology,Phones,1299.66,2,0.0,350.9082,NY,649.83,175.4541,0.0,No Discount
6102,Standard Class,Consumer,United States,New York City,New York,East,Technology,Phones,104.85,3,0.0,28.3095,NY,34.949999999999996,9.4365,0.0,No Discount
6103,Standard Class,Consumer,United States,New York City,New York,East,Technology,Accessories,59.97,3,0.0,20.3898,NY,19.99,6.796600000000001,0.0,No Discount
6107,Standard Class,Consumer,United States,Grand Prairie,Texas,Central,Technology,Accessories,65.44,5,0.2,-8.18,TX,13.088,-1.636,-8.18,Discount
6116,Standard Class,Home Office,United States,New York City,New York,East,Technology,Phones,2279.96,4,0.0,592.7896,NY,569.99,148.1974,0.0,No Discount
6118,Standard Class,Corporate,United States,Springfield,Oregon,West,Technology,Phones,191.976,3,0.2,19.1976,OR,63.992,6.3992,0.0,Discount
6124,Standard Class,Corporate,United States,Los Angeles,California,West,Technology,Accessories,44.75,5,0.0,8.5025,CA,8.95,1.7005,0.0,No Discount
6129,Standard Class,Home Office,United States,Virginia Beach,Virginia,South,Technology,Accessories,53.25,3,0.0,20.7675,VA,17.75,6.922499999999999,0.0,No Discount
6135,Standard Class,Home Office,United States,Mcallen,Texas,Central,Technology,Accessories,27.696,3,0.2,3.462,TX,9.232000000000001,1.1540000000000001,0.0,Discount
6142,Standard Class,Consumer,United States,Manchester,Connecticut,East,Technology,Phones,257.98,2,0.0,74.8142,CT,128.99,37.4071,0.0,No Discount
6148,Second Class,Consumer,United States,San Francisco,California,West,Technology,Phones,201.584,2,0.2,12.599,CA,100.792,6.2995,0.0,Discount
6158,Second Class,Consumer,United States,Tulsa,Oklahoma,Central,Technology,Accessories,167.28,12,0.0,23.4192,OK,13.94,1.9516,0.0,No Discount
6160,First Class,Corporate,United States,Lakeland,Florida,South,Technology,Phones,323.976,3,0.2,28.3479,FL,107.992,9.4493,0.0,Discount
6166,First Class,Corporate,United States,Lakeland,Florida,South,Technology,Accessories,170.24,2,0.2,53.2,FL,85.12,26.6,0.0,Discount
6173,Standard Class,Home Office,United States,Springfield,Missouri,Central,Technology,Accessories,21.2,2,0.0,9.116,MO,10.6,4.558,0.0,No Discount
6180,Standard Class,Consumer,United States,Columbia,South Carolina,South,Technology,Phones,629.95,5,0.0,176.386,SC,125.99000000000001,35.2772,0.0,No Discount
6181,Standard Class,Consumer,United States,Columbia,South Carolina,South,Technology,Phones,113.73,3,0.0,32.9817,SC,37.910000000000004,10.993899999999998,0.0,No Discount
6189,Standard Class,Consumer,United States,Des Plaines,Illinois,Central,Technology,Phones,383.84,4,0.2,47.98,IL,95.96,11.995,0.0,Discount
6195,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Technology,Phones,329.988,2,0.4,-76.9972,PA,164.994,-38.4986,-76.9972,Discount
6198,Standard Class,Consumer,United States,Columbus,Indiana,Central,Technology,Phones,50.97,3,0.0,13.2522,IN,16.99,4.4174,0.0,No Discount
6200,Standard Class,Consumer,United States,Evanston,Illinois,Central,Technology,Copiers,1439.968,4,0.2,485.9892,IL,359.992,121.4973,0.0,Discount
6201,Standard Class,Consumer,United States,Evanston,Illinois,Central,Technology,Accessories,43.56,3,0.2,-4.9005,IL,14.520000000000001,-1.6335,-4.9005,Discount
6203,Standard Class,Consumer,United States,Columbus,Ohio,East,Technology,Phones,235.152,8,0.4,-47.0304,OH,29.394,-5.8788,-47.0304,Discount
6217,Standard Class,Consumer,United States,Louisville,Kentucky,South,Technology,Phones,29.97,3,0.0,0.2997,KY,9.99,0.0999,0.0,No Discount
6218,Standard Class,Consumer,United States,Trenton,Michigan,Central,Technology,Phones,125.7,6,0.0,35.196,MI,20.95,5.866,0.0,No Discount
6219,Standard Class,Consumer,United States,Trenton,Michigan,Central,Technology,Phones,191.98,2,0.0,51.8346,MI,95.99,25.9173,0.0,No Discount
6227,Standard Class,Consumer,United States,Irving,Texas,Central,Technology,Phones,88.776,3,0.2,7.7679,TX,29.592,2.5893,0.0,Discount
6228,Standard Class,Home Office,United States,Cleveland,Ohio,East,Technology,Phones,110.376,4,0.4,-20.2356,OH,27.594,-5.0589,-20.2356,Discount
6229,Standard Class,Home Office,United States,Cleveland,Ohio,East,Technology,Accessories,55.176,3,0.2,15.8631,OH,18.392,5.2877,0.0,Discount
6235,Same Day,Consumer,United States,Seattle,Washington,West,Technology,Phones,79.96,5,0.2,-17.991,WA,15.991999999999999,-3.5982,-17.991,Discount
6246,Standard Class,Home Office,United States,Seattle,Washington,West,Technology,Accessories,13.98,2,0.0,6.0114,WA,6.99,3.0057,0.0,No Discount
6253,Same Day,Home Office,United States,Marietta,Georgia,South,Technology,Phones,200.97,3,0.0,50.2425,GA,66.99,16.7475,0.0,No Discount
6267,Second Class,Home Office,United States,Cambridge,Massachusetts,East,Technology,Phones,311.98,2,0.0,93.594,MA,155.99,46.797,0.0,No Discount
6269,Standard Class,Corporate,United States,Oakland,California,West,Technology,Phones,39.992,1,0.2,-7.9984,CA,39.992,-7.9984,-7.9984,Discount
6272,First Class,Corporate,United States,Palatine,Illinois,Central,Technology,Accessories,116.312,7,0.2,23.2624,IL,16.616,3.3232,0.0,Discount
6274,Second Class,Consumer,United States,Seattle,Washington,West,Technology,Accessories,428.4,3,0.0,89.964,WA,142.79999999999998,29.988,0.0,No Discount
6278,Second Class,Consumer,United States,Seattle,Washington,West,Technology,Phones,20.784,2,0.2,-4.6764,WA,10.392,-2.3382,-4.6764,Discount
6286,Standard Class,Home Office,United States,Lebanon,Tennessee,South,Technology,Phones,239.976,3,0.2,17.9982,TN,79.992,5.9994000000000005,0.0,Discount
6292,Standard Class,Consumer,United States,Los Angeles,California,West,Technology,Phones,88.776,3,0.2,7.7679,CA,29.592,2.5893,0.0,Discount
6302,Standard Class,Consumer,United States,Dallas,Texas,Central,Technology,Phones,195.96,5,0.2,19.596,TX,39.192,3.9192,0.0,Discount
6313,Standard Class,Corporate,United States,Fairfield,Connecticut,East,Technology,Phones,14.99,1,0.0,7.3451,CT,14.99,7.3451,0.0,No Discount
6318,Second Class,Corporate,United States,Laguna Niguel,California,West,Technology,Phones,39.96,5,0.2,3.4965,CA,7.992,0.6993,0.0,Discount
6323,Standard Class,Consumer,United States,Newark,Delaware,East,Technology,Machines,65.97,3,0.0,31.0059,DE,21.99,10.3353,0.0,No Discount
6337,Standard Class,Consumer,United States,Los Angeles,California,West,Technology,Phones,339.96,5,0.2,42.495,CA,67.99199999999999,8.498999999999999,0.0,Discount
6338,Standard Class,Corporate,United States,New York City,New York,East,Technology,Phones,87.8,4,0.0,43.9,NY,21.95,10.975,0.0,No Discount
6340,Standard Class,Corporate,United States,New York City,New York,East,Technology,Machines,5199.96,4,0.0,1351.9896,NY,1299.99,337.9974,0.0,No Discount
6342,First Class,Home Office,United States,Newark,Delaware,East,Technology,Accessories,119.85,3,0.0,52.734,DE,39.949999999999996,17.578,0.0,No Discount
6345,First Class,Home Office,United States,Newark,Delaware,East,Technology,Phones,587.97,3,0.0,170.5113,DE,195.99,56.8371,0.0,No Discount
6351,Standard Class,Corporate,United States,Miami,Florida,South,Technology,Phones,361.376,2,0.2,27.1032,FL,180.688,13.5516,0.0,Discount
6354,Standard Class,Corporate,United States,New York City,New York,East,Technology,Phones,337.98,2,0.0,101.394,NY,168.99,50.697,0.0,No Discount
6359,Standard Class,Corporate,United States,Seattle,Washington,West,Technology,Phones,86.352,6,0.2,8.6352,WA,14.392000000000001,1.4391999999999998,0.0,Discount
6363,Standard Class,Consumer,United States,Renton,Washington,West,Technology,Machines,1039.992,1,0.2,103.9992,WA,1039.992,103.9992,0.0,Discount
6365,First Class,Home Office,United States,New York City,New York,East,Technology,Phones,41.22,1,0.0,11.1294,NY,41.22,11.1294,0.0,No Discount
